match_id,game_type,horizon_type,T,p,E_T,T_in_prompt,p_in_prompt,reasoning_mode,seed,max_round,ended_by,player1,player2,round,answer1,answer2,points1,points2,total1,total2
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,7,F,F,7,10,21,30
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,8,F,F,7,10,28,40
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,9,F,F,7,10,35,50
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,10,F,F,7,10,42,60
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,11,F,F,7,10,49,70
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,12,F,F,7,10,56,80
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,13,F,F,7,10,63,90
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,14,F,F,7,10,70,100
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,15,F,F,7,10,77,110
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,16,F,F,7,10,84,120
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,17,F,F,7,10,91,130
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,18,F,F,7,10,98,140
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,19,F,F,7,10,105,150
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,20,J,F,0,0,105,150
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,21,F,F,7,10,112,160
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,22,F,F,7,10,119,170
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,23,F,F,7,10,126,180
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,24,F,F,7,10,133,190
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,25,F,F,7,10,140,200
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,26,F,F,7,10,147,210
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,27,F,F,7,10,154,220
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,28,F,F,7,10,161,230
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,29,F,F,7,10,168,240
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,30,F,F,7,10,175,250
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,31,F,F,7,10,182,260
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,32,F,F,7,10,189,270
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,33,F,F,7,10,196,280
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,34,F,F,7,10,203,290
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,35,F,F,7,10,210,300
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,36,F,F,7,10,217,310
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,37,F,F,7,10,224,320
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,38,F,F,7,10,231,330
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,39,F,F,7,10,238,340
grid-fixed-T40-BoS-baseline-seed3-rep0,BoS,fixed,40,,,1,0,baseline,3,40,fixed,act_deepseek,act_kimi,40,F,F,7,10,245,350
grid-fixed-T40-BoS-baseline-seed4-rep0,BoS,fixed,40,,,1,0,baseline,4,40,fixed,act_deepseek,act_kimi,1,J,F,0,0,0,0
grid-fixed-T40-BoS-baseline-seed4-rep0,BoS,fixed,40,,,1,0,baseline,4,40,fixed,act_deepseek,act_kimi,2,J,F,0,0,0,0
grid-fixed-T40-BoS-baseline-seed4-rep0,BoS,fixed,40,,,1,0,baseline,4,40,fixed,act_deepseek,act_kimi,3,F,F,7,10,7,10
grid-fixed-T40-BoS-baseline-seed4-rep0,BoS,fixed,40,,,1,0,baseline,4,40,fixed,act_deepseek,act_kimi,4,J,F,0,0,7,10
grid-fixed-T40-BoS-baseline-seed4-rep0,BoS,fixed,40,,,1,0,baseline,4,40,fixed,act_deepseek,act_kimi,5,J,F,0,0,7,10
grid-fixed-T40-BoS-baseline-seed4-rep0,BoS,fixed,40,,,1,0,baseline,4,40,fixed,act_deepseek,act_kimi,6,F,F,7,10,14,20
grid-fixed-T40-BoS-baseline-seed4-rep0,BoS,fixed,40,,,1,0,baseline,4,40,fixed,act_deepseek,act_kimi,7,F,F,7,10,21,30
grid-fixed-T40-BoS-baseline-seed4-rep0,BoS,fixed,40,,,1,0,baseline,4,40,fixed,act_deepseek,act_kimi,8,F,F,7,10,28,40
grid-fixed-T40-BoS-baseline-seed4-rep0,BoS,fixed,40,,,1,0,baseline,4,40,fixed,act_deepseek,act_kimi,9,F,F,7,10,35,50
grid-fixed-T40-BoS-baseline-seed4-rep0,BoS,fixed,40,,,1,0,baseline,4,40,fixed,act_deepseek,act_kimi,10,F,F,7,10,42,60
